,name,rating,reviews,Company_type,Head_quater,highly_rated,critically_rated
671,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
672,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
673,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
674,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
675,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
676,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
677,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
678,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
679,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
680,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
681,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
682,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
683,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
684,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
685,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
686,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
687,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
688,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
689,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
690,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
691,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
692,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
693,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
694,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
695,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
696,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
697,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
698,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
699,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
700,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
701,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
702,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
703,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
704,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
705,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
706,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
707,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
708,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
709,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
710,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
711,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
712,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
713,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
714,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
715,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
716,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
717,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
718,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
719,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
720,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
721,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
722,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
723,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
724,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
725,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
726,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
727,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
728,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
729,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
730,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
731,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
732,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
733,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
734,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
735,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
736,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
737,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
738,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
739,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
740,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
741,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
742,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
743,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
744,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
745,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
746,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
747,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
748,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
749,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
750,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
751,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
752,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
753,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
754,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
755,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
756,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
757,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
758,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
759,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
760,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
761,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
762,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
763,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
764,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
765,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
766,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
767,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
768,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
769,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
770,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
771,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
772,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
773,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
774,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
775,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
776,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
777,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
778,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
779,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
780,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
781,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
782,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
783,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
784,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
785,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
786,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
787,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
788,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
789,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
790,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
791,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
792,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
793,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
794,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
795,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
796,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
797,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
798,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
799,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
800,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
801,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
802,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
803,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
804,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
805,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
806,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
807,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
808,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
809,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
810,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
811,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
812,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
813,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
814,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
815,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
816,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
817,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
818,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
819,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
820,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
821,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
822,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
823,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
824,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
825,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
826,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
827,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
828,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
829,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
830,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
831,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
832,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
833,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
834,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
835,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
